x,y,mean,0.05,0.5,0.95
-4.73607,-5.5039525,-4.775182277156147,-6.285407516266354,-5.02789411286758,-2.751720613541106
-4.726295,-5.479794,-4.775182277156147,-6.285407516266354,-5.02789411286758,-2.751720613541106
-4.71652,-4.208284,-4.775182277156147,-6.285407516266354,-4.728499469073148,-2.751720613541106
-4.7067447,-6.5877023,-5.126939784045959,-6.556545993215071,-4.728499469073148,-2.751720613541106
-4.6969695,-3.7924902,-4.670017418301086,-6.556545993215071,-4.728499469073148,-2.751720613541106
-4.6871943,-4.79611,-4.670017418301086,-6.556545993215071,-4.728499469073148,-2.751720613541106
-4.677419,-4.821198,-4.670017418301086,-6.556545993215071,-4.728499469073148,-2.751720613541106
-4.667644,-4.26853,-4.670017418301086,-6.556545993215071,-4.685520228655667,-2.751720613541106
-4.657869,-3.0861168,-4.52022389590039,-6.556545993215071,-4.685520228655667,-2.751720613541106
-4.6480937,-4.792886,-4.8368028717973,-6.556545993215071,-4.969895462305875,-2.751720613541106
-4.6383185,-6.1473427,-5.1530800018107765,-6.556545993215071,-4.969895462305875,-2.751720613541106
-4.6285434,-4.479309,-5.1530800018107765,-6.556545993215071,-4.928311547133775,-2.751720613541106
-4.618768,-5.219774,-5.1530800018107765,-6.556545993215071,-5.191778234336228,-2.751720613541106
-4.608993,-4.7537885,-5.1530800018107765,-6.556545993215071,-5.191778234336228,-2.751720613541106
-4.599218,-5.76289,-5.1530800018107765,-6.556545993215071,-5.191778234336228,-2.751720613541106
-4.5894427,-4.893348,-5.1530800018107765,-6.556545993215071,-5.169409955459018,-2.751720613541106
-4.5796676,-4.8184934,-5.1530800018107765,-6.556545993215071,-5.169409955459018,-2.751720613541106
-4.5698924,-5.8033853,-5.1530800018107765,-6.556545993215071,-5.21685043664493,-2.751720613541106
-4.5601172,-4.211419,-5.067013800817005,-6.556545993215071,-5.21685043664493,-2.751720613541106
-4.550342,-5.434684,-5.2378994765786855,-6.556545993215071,-5.21685043664493,-2.751720613541106
-4.540567,-5.1994605,-5.2378994765786855,-6.556545993215071,-5.21685043664493,-2.751720613541106
-4.5307918,-5.367753,-5.2378994765786855,-6.556545993215071,-5.21685043664493,-2.751720613541106
-4.5210166,-4.667623,-5.2378994765786855,-6.556545993215071,-5.206868506106254,-2.751720613541106
-4.5112414,-6.741109,-5.501104796756043,-6.720399461182985,-5.206868506106254,-2.751720613541106
-4.5014663,-5.139665,-5.501104796756043,-6.720399461182985,-5.206868506106254,-2.751720613541106
-4.491691,-7.744354,-5.843858481276764,-7.64839689282102,-5.206868506106254,-2.751720613541106
-4.481916,-2.3784437,-4.695764353551057,-7.64839689282102,-5.206868506106254,-2.4160553683942982
-4.472141,-5.513629,-5.240116957438997,-7.64839689282102,-5.47232618394744,-4.514225395465259
-4.4623656,-4.4467154,-5.240116957438997,-7.64839689282102,-5.3764854389752115,-4.514225395465259
-4.4525905,-6.478755,-5.839664839451332,-7.64839689282102,-5.683513827952262,-4.718227766299609
-4.4428153,-5.1433344,-5.839664839451332,-7.64839689282102,-5.636216221960898,-4.718227766299609
-4.43304,-7.3794336,-6.10915790792285,-7.64839689282102,-5.875174151572104,-4.718227766299609
-4.423265,-6.691473,-6.10915790792285,-7.64839689282102,-5.875174151572104,-4.718227766299609
-4.41349,-6.222215,-6.10915790792285,-7.64839689282102,-5.875174151572104,-4.718227766299609
-4.4037147,-5.478395,-6.10915790792285,-7.64839689282102,-5.84002297940485,-4.718227766299609
-4.3939395,-5.4335876,-6.10915790792285,-7.64839689282102,-5.84002297940485,-4.718227766299609
-4.3841643,-5.7799,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.718227766299609
-4.374389,-7.2531033,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.718227766299609
-4.364614,-6.6243463,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.718227766299609
-4.354839,-4.5964394,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.703114250044145
-4.3450637,-6.4660473,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.8112482336562055
-4.3352885,-5.7000356,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.8112482336562055
-4.3255134,-6.1075416,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.8112482336562055
-4.315738,-5.5254736,-6.10915790792285,-7.64839689282102,-6.0394492489361005,-4.8112482336562055
-4.305963,-6.4694123,-6.292908479413318,-7.64839689282102,-6.0394492489361005,-4.8112482336562055
-4.296188,-7.9205527,-6.292908479413318,-7.918296294528696,-6.0394492489361005,-4.8112482336562055
-4.2864127,-7.1264973,-6.292908479413318,-7.918296294528696,-6.0394492489361005,-4.8112482336562055
-4.2766376,-5.8373117,-6.292908479413318,-7.918296294528696,-6.0394492489361005,-4.8112482336562055
-4.2668624,-6.557104,-6.292908479413318,-7.918296294528696,-6.0394492489361005,-4.8112482336562055
-4.257087,-5.781273,-6.292908479413318,-7.918296294528696,-6.010034693302792,-4.8112482336562055
-4.2473116,-5.677779,-6.292908479413318,-7.918296294528696,-5.949918198059692,-4.8112482336562055
-4.2375364,-5.061529,-6.292908479413318,-7.918296294528696,-5.949918198059692,-4.8112482336562055
-4.2277613,-7.9461026,-6.292908479413318,-7.918296294528696,-5.949918198059692,-4.8112482336562055
-4.217986,-4.7284045,-6.292908479413318,-7.918296294528696,-5.949918198059692,-4.747352082526898
-4.208211,-6.0562415,-6.292908479413318,-7.918296294528696,-6.345050959061278,-5.581669094963628
-4.198436,-7.7120686,-6.755555684291137,-7.918296294528696,-6.517584401558532,-5.581669094963628
-4.1886606,-7.062869,-6.755555684291137,-7.918296294528696,-6.517584401558532,-5.581669094963628
-4.1788855,-7.0497193,-6.755555684291137,-7.918296294528696,-6.517584401558532,-5.581669094963628
-4.1691103,-5.5705643,-6.688271948242748,-7.918296294528696,-6.410728865381114,-5.581669094963628
-4.159335,-6.2442656,-6.688271948242748,-7.918296294528696,-6.410728865381114,-5.701482674360599
-4.14956,-6.311335,-6.688271948242748,-7.918296294528696,-6.410728865381114,-5.701482674360599
-4.139785,-7.5169992,-6.857507181714175,-7.918296294528696,-6.939615832288736,-5.701482674360599
-4.1300097,-7.0639043,-6.857507181714175,-7.918296294528696,-6.939615832288736,-5.701482674360599
-4.1202345,-7.029068,-6.857507181714175,-7.918296294528696,-6.939615832288736,-5.701482674360599
-4.1104593,-7.166183,-6.857507181714175,-7.918296294528696,-6.939615832288736,-5.701482674360599
-4.100684,-6.8317666,-6.857507181714175,-7.918296294528696,-6.939615832288736,-5.701482674360599
-4.090909,-5.863221,-6.750167818616031,-7.918296294528696,-6.834390911214346,-5.701482674360599
-4.081134,-6.23316,-6.750167818616031,-7.918296294528696,-6.834390911214346,-5.701482674360599
-4.0713587,-7.389079,-6.822284932683108,-7.918296294528696,-6.834390911214346,-5.701482674360599
-4.0615835,-6.1496444,-6.822284932683108,-7.918296294528696,-6.834390911214346,-5.701482674360599
-4.0518084,-7.968051,-7.414850543554965,-8.022067314872737,-7.428236680381293,-5.701482674360599
-4.042033,-7.317136,-7.414850543554965,-8.022067314872737,-7.428236680381293,-5.701482674360599
-4.032258,-7.4963923,-7.414850543554965,-8.022067314872737,-7.428236680381293,-5.701482674360599
-4.022483,-9.02413,-7.574838374670687,-9.089986408494356,-7.428236680381293,-5.701482674360599
-4.0127077,-9.363346,-7.574838374670687,-9.152909265684755,-7.428236680381293,-5.701482674360599
-4.0029325,-7.436661,-7.3521734515325985,-9.157644503000752,-7.428236680381293,-5.701482674360599
-3.9931574,-7.5734005,-7.3521734515325985,-9.157644503000752,-7.428236680381293,-5.701482674360599
-3.9833822,-6.955404,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.973607,-6.5106993,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.963832,-6.7427397,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.9540567,-7.4304113,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.9442816,-7.2367024,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.9345064,-7.1450133,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.9247313,-5.6727676,-7.3521734515325985,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.914956,-7.740758,-7.395340224333017,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.905181,-8.347907,-7.395340224333017,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.8954058,-5.7227345,-7.086770932052355,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.8856306,-6.5940137,-7.086770932052355,-9.157644503000752,-7.2825413239216745,-5.701482674360599
-3.8758554,-9.197565,-8.022695954992885,-9.306803360346333,-7.502239562362173,-5.701482674360599
-3.86608,-7.4374537,-8.022695954992885,-9.306803360346333,-7.502239562362173,-5.701482674360599
-3.856305,-9.123699,-8.022695954992885,-9.306803360346333,-7.502239562362173,-5.701482674360599
-3.8465297,-7.015013,-8.022695954992885,-9.306803360346333,-7.502239562362173,-5.701482674360599
-3.8367546,-7.7919655,-8.022695954992885,-9.306803360346333,-7.7104369180095995,-5.701482674360599
-3.8269794,-9.330389,-8.022695954992885,-9.41763093608232,-7.7104369180095995,-5.701482674360599
-3.8172042,-9.512955,-8.022695954992885,-9.456196045484884,-7.7104369180095995,-5.701482674360599
-3.807429,-6.340767,-7.958786289855934,-9.456196045484884,-7.554259038192533,-5.701482674360599
-3.797654,-6.715438,-7.958786289855934,-9.456196045484884,-7.554259038192533,-5.701482674360599
-3.7878788,-7.752115,-7.958786289855934,-9.456196045484884,-7.839688763839505,-5.701482674360599
-3.7781036,-8.310748,-7.958786289855934,-9.456196045484884,-7.839688763839505,-5.701482674360599
-3.7683284,-7.270912,-7.958786289855934,-9.456196045484884,-7.839688763839505,-5.701482674360599
-3.7585533,-9.197607,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.748778,-8.071598,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.739003,-7.8957744,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.7292278,-9.396442,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.7194526,-7.8187275,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.7096775,-8.9837475,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.6999023,-8.527711,-8.104555468947176,-9.456196045484884,-7.965368638259672,-5.701482674360599
-3.6901271,-7.3466086,-8.104555468947176,-9.456196045484884,-7.926406941634916,-5.701482674360599
-3.680352,-8.990028,-8.104555468947176,-9.456196045484884,-7.926406941634916,-5.701482674360599
-3.6705768,-7.8493342,-8.06226109060598,-9.456196045484884,-7.878186904692156,-5.701482674360599
-3.6608016,-7.6443567,-7.915002495784716,-9.456196045484884,-7.799805127882464,-5.701482674360599
-3.6510265,-7.2853947,-7.915002495784716,-9.456196045484884,-7.799805127882464,-5.701482674360599
-3.6412513,-6.69458,-7.915002495784716,-9.456196045484884,-7.799805127882464,-5.701482674360599
-3.6314762,-8.527002,-7.915002495784716,-9.456196045484884,-7.799805127882464,-5.701482674360599
-3.6217008,-7.2620187,-7.915002495784716,-9.456196045484884,-7.799805127882464,-5.701482674360599
-3.6119256,-7.4367986,-7.915002495784716,-9.456196045484884,-7.799805127882464,-5.701482674360599
-3.6021504,-9.952615,-8.436925644563027,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5923753,-8.726911,-8.28520735996481,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5826,-8.672611,-8.28520735996481,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.572825,-5.6027594,-7.57427206488317,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5630498,-9.651634,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5532746,-8.326646,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5434995,-8.983147,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5337243,-8.252325,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5239491,-9.913748,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.514174,-7.3659515,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.5043988,-10.316376,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4946237,-7.7438903,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4848485,-9.3221,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4750733,-8.405703,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4652982,-7.1287785,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.455523,-8.768161,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4457479,-9.59049,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4359727,-8.385287,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4261975,-9.467183,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4164224,-8.297775,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.4066472,-8.256302,-8.489130138521034,-9.675422742254922,-8.289906262319995,-5.701482674360599
-3.396872,-10.729537,-8.489130138521034,-9.753114964850136,-8.289906262319995,-5.701482674360599
-3.387097,-8.391857,-8.331234846995613,-9.61126583770236,-8.289906262319995,-5.701482674360599
-3.3773217,-8.138094,-8.331234846995613,-9.61126583770236,-8.157841335409973,-5.701482674360599
-3.3675463,-7.7982464,-8.331234846995613,-9.61126583770236,-8.101736675375793,-5.701482674360599
-3.3577712,-8.111565,-8.331234846995613,-9.61126583770236,-8.101736675375793,-5.701482674360599
-3.347996,-8.02205,-8.331234846995613,-9.61126583770236,-8.101736675375793,-5.701482674360599
-3.3382208,-8.012793,-8.331234846995613,-9.61126583770236,-8.101736675375793,-5.701482674360599
-3.3284457,-7.9549975,-8.331234846995613,-9.61126583770236,-8.101736675375793,-5.701482674360599
-3.3186705,-9.162126,-8.331234846995613,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.3088953,-7.4726577,-8.331234846995613,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2991202,-9.598534,-8.331234846995613,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.289345,-8.76881,-8.331234846995613,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2795699,-7.3033895,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2697947,-7.37774,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2600195,-9.005724,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2502444,-8.608345,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2404692,-7.2498007,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.230694,-9.292131,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.220919,-7.6502085,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2111437,-8.030048,-8.303312722868586,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.2013686,-8.597352,-8.456118934092705,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.1915934,-9.086543,-8.456118934092705,-9.61126583770236,-8.120519609337384,-5.701482674360599
-3.1818182,-9.776523,-8.456118934092705,-9.582093609146675,-8.120519609337384,-5.701482674360599
-3.172043,-8.823845,-8.456118934092705,-9.522998900299232,-8.120519609337384,-5.701482674360599
-3.162268,-8.56839,-8.456118934092705,-9.522998900299232,-8.120519609337384,-5.701482674360599
-3.1524928,-9.346015,-8.456118934092705,-9.522998900299232,-8.120519609337384,-5.701482674360599
-3.1427176,-7.3906946,-8.275773757845448,-9.522998900299232,-8.120519609337384,-5.701482674360599
-3.1329424,-9.2104225,-8.275773757845448,-9.522998900299232,-8.120519609337384,-5.701482674360599
-3.123167,-8.119648,-8.136700020875429,-9.383994458957257,-8.120519609337384,-5.701482674360599
-3.1133919,-6.7883754,-7.722602073688507,-9.383994458957257,-7.843033922493958,-5.701482674360599
-3.1036167,-9.011957,-8.042897465222463,-9.383994458957257,-7.843033922493958,-5.701482674360599
-3.0938416,-7.7534504,-7.811591440900911,-9.02087133850247,-7.843033922493958,-5.701482674360599
-3.0840664,-6.8077297,-7.717019373640169,-9.02087133850247,-7.843033922493958,-5.701482674360599
-3.0742912,-8.425927,-7.878839117750276,-9.02087133850247,-7.843033922493958,-5.701482674360599
-3.064516,-7.8358564,-7.817082468707148,-9.02087133850247,-7.843033922493958,-5.701482674360599
-3.054741,-8.050526,-7.817082468707148,-9.02087133850247,-7.843033922493958,-5.701482674360599
-3.0449657,-7.8030767,-7.817082468707148,-9.02087133850247,-7.843033922493958,-5.701482674360599
-3.0351906,-7.302738,-7.603052988153971,-9.02087133850247,-7.60873776875319,-5.701482674360599
-3.0254154,-6.926655,-7.603052988153971,-9.02087133850247,-7.60873776875319,-5.701482674360599
-3.0156403,-7.45915,-7.603052988153971,-9.02087133850247,-7.60873776875319,-5.701482674360599
-3.005865,-6.818927,-7.603052988153971,-9.02087133850247,-7.60873776875319,-5.701482674360599
-2.99609,-8.460897,-8.13213842223314,-9.02087133850247,-7.6174515576641175,-5.701482674360599
-2.9863148,-9.697527,-8.320196938687836,-9.049462009110858,-7.6174515576641175,-5.701482674360599
-2.9765396,-7.3384995,-7.85063514909043,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.9667645,-8.834967,-7.85063514909043,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.9569893,-6.9504814,-7.719296841471875,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.9472141,-7.339494,-7.758198122828687,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.937439,-7.9089775,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.9276638,-7.5329137,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.9178886,-8.027082,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.9081135,-7.707436,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.8983383,-8.014366,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.8885632,-7.2647085,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.878788,-7.93765,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.8690126,-8.509122,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.8592374,-8.6085205,-7.802206078756275,-8.961962367298645,-7.6174515576641175,-5.701482674360599
-2.8494623,-6.7848244,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.839687,-7.3577213,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.829912,-6.3805103,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.8201368,-7.835503,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.8103616,-7.7640367,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.8005865,-5.554817,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7908113,-8.242646,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7810361,-6.796053,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.771261,-7.0044312,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7614858,-7.4900074,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7517107,-7.345902,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7419355,-7.0738873,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7321603,-9.104373,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7223852,-8.15559,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.71261,-7.855061,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.7028348,-8.363237,-7.440490255709624,-8.955018550159974,-7.4032657173797265,-5.701482674360599
-2.6930597,-6.1933193,-7.198874457212598,-8.955018550159974,-7.042514605869153,-5.701482674360599
-2.6832845,-6.320697,-7.198874457212598,-8.955018550159974,-7.042514605869153,-5.701482674360599
-2.6735094,-7.250793,-7.198874457212598,-8.955018550159974,-7.042514605869153,-5.701482674360599
-2.6637342,-8.054478,-7.198874457212598,-8.955018550159974,-7.042514605869153,-5.701482674360599
-2.653959,-7.978729,-7.198874457212598,-8.955018550159974,-7.042514605869153,-5.701482674360599
-2.6441839,-6.2273607,-6.954063744233207,-8.955018550159974,-6.827831323041014,-5.130472791214842
-2.6344087,-7.599069,-6.954063744233207,-8.955018550159974,-6.827831323041014,-5.130472791214842
-2.6246336,-5.853439,-6.82310899962986,-8.955018550159974,-6.576704115522722,-5.130472791214842
-2.6148582,-5.190726,-6.82310899962986,-8.955018550159974,-6.576704115522722,-5.130472791214842
-2.605083,-8.950818,-6.82310899962986,-8.88002576716435,-6.576704115522722,-5.130472791214842
-2.5953078,-6.654957,-6.82310899962986,-8.798365343216206,-6.576704115522722,-5.130472791214842
-2.5855327,-6.8275704,-6.82310899962986,-8.798365343216206,-6.576704115522722,-5.130472791214842
-2.5757575,-6.0252476,-6.82310899962986,-8.798365343216206,-6.547603977043626,-5.130472791214842
-2.5659823,-8.440532,-6.82310899962986,-8.798365343216206,-6.547603977043626,-5.130472791214842
-2.5562072,-5.458523,-6.82310899962986,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.546432,-7.5908065,-6.82310899962986,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.5366569,-6.1081533,-6.82310899962986,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.5268817,-8.258583,-6.82310899962986,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.5171065,-6.254693,-6.638774968809019,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.5073314,-7.0369186,-6.638774968809019,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.4975562,-6.528643,-6.497975624471043,-8.66133817494228,-6.547603977043626,-5.130472791214842
-2.487781,-4.515424,-5.904535599941462,-8.66133817494228,-5.80493269791103,-4.5349928756657025
-2.478006,-5.5427475,-5.904535599941462,-8.66133817494228,-5.80493269791103,-4.58928849760179
-2.4682307,-5.650919,-5.904535599941462,-8.66133817494228,-5.80493269791103,-4.58928849760179
-2.4584556,-5.460599,-5.904535599941462,-8.66133817494228,-5.80493269791103,-4.58928849760179
-2.4486804,-5.4646873,-5.904535599941462,-8.66133817494228,-5.80493269791103,-4.58928849760179
-2.4389052,-4.942851,-5.904535599941462,-8.66133817494228,-5.646197320418342,-4.58928849760179
-2.42913,-6.769654,-5.904535599941462,-8.66133817494228,-5.646197320418342,-4.58928849760179
-2.419355,-8.669603,-5.904535599941462,-8.702440202835348,-5.646197320418342,-4.58928849760179
-2.4095798,-5.60025,-5.739703747201671,-8.270779264572408,-5.646197320418342,-4.58928849760179
-2.3998046,-3.4097137,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4208332872115923
-2.3900294,-6.4150014,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4354923434476823
-2.3802543,-5.497771,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4354923434476823
-2.3704789,-4.826919,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4354923434476823
-2.3607037,-7.0050507,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4354923434476823
-2.3509285,-4.516079,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4354923434476823
-2.3411534,-5.078688,-5.739703747201671,-8.270779264572408,-5.242911024303643,-3.4354923434476823
-2.3313782,-8.3183,-5.739703747201671,-8.319339896324422,-5.242911024303643,-3.4354923434476823
-2.321603,-6.2884836,-5.739703747201671,-7.405977307995112,-5.242911024303643,-3.4354923434476823
-2.311828,-6.4071865,-5.739703747201671,-7.405977307995112,-5.242911024303643,-3.4354923434476823
-2.3020527,-5.4011374,-5.391890333455246,-7.405977307995112,-5.242911024303643,-3.4354923434476823
-2.2922776,-4.561387,-5.391890333455246,-7.405977307995112,-5.093139591225966,-3.4354923434476823
-2.2825024,-4.378902,-5.391890333455246,-7.405977307995112,-5.093139591225966,-3.4354923434476823
-2.2727273,-5.540706,-5.391890333455246,-7.405977307995112,-5.093139591225966,-3.4354923434476823
-2.262952,-4.5333104,-5.391890333455246,-7.405977307995112,-5.093139591225966,-3.4354923434476823
